"date","geo","parent_sector","naics","value"
2011-03-01,"Newfoundland and Labrador","total goods","Goods-producing sector",55600
2011-03-01,"Newfoundland and Labrador","goods","Agriculture",2300
2011-03-01,"Newfoundland and Labrador","goods","Forestry, fishing, mining, quarrying, oil and gas",19200
2011-03-01,"Newfoundland and Labrador","goods","Utilities",2000
2011-03-01,"Newfoundland and Labrador","goods","Construction",20400
2011-03-01,"Newfoundland and Labrador","goods","Manufacturing",11700
2011-03-01,"Newfoundland and Labrador","total services","Services-producing sector",180100
2011-03-01,"Newfoundland and Labrador","services","Wholesale and retail trade",39500
2011-03-01,"Newfoundland and Labrador","services","Transportation and warehousing",10400
2011-03-01,"Newfoundland and Labrador","services","Finance, insurance, real estate, rental and leasing",7600
2011-03-01,"Newfoundland and Labrador","services","Professional, scientific and technical services",8800
2011-03-01,"Newfoundland and Labrador","services","Business, building and other support services",6700
2011-03-01,"Newfoundland and Labrador","services","Educational services",16900
2011-03-01,"Newfoundland and Labrador","services","Health care and social assistance",37900
2011-03-01,"Newfoundland and Labrador","services","Information, culture and recreation",7900
2011-03-01,"Newfoundland and Labrador","services","Accommodation and food services",14000
2011-03-01,"Newfoundland and Labrador","services","Other services (except public administration)",11600
2011-03-01,"Newfoundland and Labrador","services","Public administration",18900
2011-04-01,"Newfoundland and Labrador","all industries","Total employed, all industries",236900
2011-04-01,"Newfoundland and Labrador","total goods","Goods-producing sector",56600
2011-04-01,"Newfoundland and Labrador","goods","Agriculture",2300
2011-04-01,"Newfoundland and Labrador","goods","Forestry, fishing, mining, quarrying, oil and gas",19300
2011-04-01,"Newfoundland and Labrador","goods","Utilities",2100
2011-04-01,"Newfoundland and Labrador","goods","Construction",20900
2011-04-01,"Newfoundland and Labrador","goods","Manufacturing",12000
2011-04-01,"Newfoundland and Labrador","total services","Services-producing sector",180300
2011-04-01,"Newfoundland and Labrador","services","Wholesale and retail trade",39600
2011-04-01,"Newfoundland and Labrador","services","Transportation and warehousing",10300
2011-04-01,"Newfoundland and Labrador","services","Finance, insurance, real estate, rental and leasing",8700
2011-04-01,"Newfoundland and Labrador","services","Professional, scientific and technical services",8500
2011-04-01,"Newfoundland and Labrador","services","Business, building and other support services",6100
2011-04-01,"Newfoundland and Labrador","services","Educational services",17700
2011-04-01,"Newfoundland and Labrador","services","Health care and social assistance",37200
2011-04-01,"Newfoundland and Labrador","services","Information, culture and recreation",7600
2011-04-01,"Newfoundland and Labrador","services","Accommodation and food services",13700
2011-04-01,"Newfoundland and Labrador","services","Other services (except public administration)",11200
2011-04-01,"Newfoundland and Labrador","services","Public administration",19600
2011-05-01,"Newfoundland and Labrador","all industries","Total employed, all industries",234600
2011-05-01,"Newfoundland and Labrador","total goods","Goods-producing sector",53900
2011-05-01,"Newfoundland and Labrador","goods","Agriculture",2300
2011-05-01,"Newfoundland and Labrador","goods","Forestry, fishing, mining, quarrying, oil and gas",18300
2011-05-01,"Newfoundland and Labrador","goods","Utilities",2200
2011-05-01,"Newfoundland and Labrador","goods","Construction",19800
2011-05-01,"Newfoundland and Labrador","goods","Manufacturing",11200
2011-05-01,"Newfoundland and Labrador","total services","Services-producing sector",180700
2011-05-01,"Newfoundland and Labrador","services","Wholesale and retail trade",40400
2011-05-01,"Newfoundland and Labrador","services","Transportation and warehousing",11200
2011-05-01,"Newfoundland and Labrador","services","Finance, insurance, real estate, rental and leasing",8800
2011-05-01,"Newfoundland and Labrador","services","Professional, scientific and technical services",8500
2011-05-01,"Newfoundland and Labrador","services","Business, building and other support services",5800
2011-05-01,"Newfoundland and Labrador","services","Educational services",17900
2011-05-01,"Newfoundland and Labrador","services","Health care and social assistance",36900
2011-05-01,"Newfoundland and Labrador","services","Information, culture and recreation",7700
2011-05-01,"Newfoundland and Labrador","services","Accommodation and food services",13900
2011-05-01,"Newfoundland and Labrador","services","Other services (except public administration)",10700
2011-05-01,"Newfoundland and Labrador","services","Public administration",19000
2011-06-01,"Newfoundland and Labrador","all industries","Total employed, all industries",230100
2011-06-01,"Newfoundland and Labrador","total goods","Goods-producing sector",52200
2011-06-01,"Newfoundland and Labrador","goods","Agriculture",2500
2011-06-01,"Newfoundland and Labrador","goods","Forestry, fishing, mining, quarrying, oil and gas",16900
2011-06-01,"Newfoundland and Labrador","goods","Utilities",2000
2011-06-01,"Newfoundland and Labrador","goods","Construction",20000
2011-06-01,"Newfoundland and Labrador","goods","Manufacturing",10800
2011-06-01,"Newfoundland and Labrador","total services","Services-producing sector",178000
2011-06-01,"Newfoundland and Labrador","services","Wholesale and retail trade",39700
2011-06-01,"Newfoundland and Labrador","services","Transportation and warehousing",11000
2011-06-01,"Newfoundland and Labrador","services","Finance, insurance, real estate, rental and leasing",9000
2011-06-01,"Newfoundland and Labrador","services","Professional, scientific and technical services",8400
2011-06-01,"Newfoundland and Labrador","services","Business, building and other support services",5300
2011-06-01,"Newfoundland and Labrador","services","Educational services",17600
2011-06-01,"Newfoundland and Labrador","services","Health care and social assistance",35500
2011-06-01,"Newfoundland and Labrador","services","Information, culture and recreation",6900
2011-06-01,"Newfoundland and Labrador","services","Accommodation and food services",14300
2011-06-01,"Newfoundland and Labrador","services","Other services (except public administration)",11500
2011-06-01,"Newfoundland and Labrador","services","Public administration",18800
2011-07-01,"Newfoundland and Labrador","all industries","Total employed, all industries",233000
2011-07-01,"Newfoundland and Labrador","total goods","Goods-producing sector",53100
2011-07-01,"Newfoundland and Labrador","goods","Agriculture",2500
2011-07-01,"Newfoundland and Labrador","goods","Forestry, fishing, mining, quarrying, oil and gas",16700
2011-07-01,"Newfoundland and Labrador","goods","Utilities",2000
2011-07-01,"Newfoundland and Labrador","goods","Construction",21200
2011-07-01,"Newfoundland and Labrador","goods","Manufacturing",10800
2011-07-01,"Newfoundland and Labrador","total services","Services-producing sector",180000
2011-07-01,"Newfoundland and Labrador","services","Wholesale and retail trade",40400
2011-07-01,"Newfoundland and Labrador","services","Transportation and warehousing",11100
2011-07-01,"Newfoundland and Labrador","services","Finance, insurance, real estate, rental and leasing",9300
2011-07-01,"Newfoundland and Labrador","services","Professional, scientific and technical services",8400
2011-07-01,"Newfoundland and Labrador","services","Business, building and other support services",5800
2011-07-01,"Newfoundland and Labrador","services","Educational services",17300
2011-07-01,"Newfoundland and Labrador","services","Health care and social assistance",35800
2011-07-01,"Newfoundland and Labrador","services","Information, culture and recreation",6600
2011-07-01,"Newfoundland and Labrador","services","Accommodation and food services",14500
2011-07-01,"Newfoundland and Labrador","services","Other services (except public administration)",11700
2011-07-01,"Newfoundland and Labrador","services","Public administration",19000
2011-08-01,"Newfoundland and Labrador","all industries","Total employed, all industries",231000
2011-08-01,"Newfoundland and Labrador","total goods","Goods-producing sector",50800
2011-08-01,"Newfoundland and Labrador","goods","Agriculture",2300
2011-08-01,"Newfoundland and Labrador","goods","Forestry, fishing, mining, quarrying, oil and gas",17000
2011-08-01,"Newfoundland and Labrador","goods","Utilities",2000
2011-08-01,"Newfoundland and Labrador","goods","Construction",19400
2011-08-01,"Newfoundland and Labrador","goods","Manufacturing",10100
2011-08-01,"Newfoundland and Labrador","total services","Services-producing sector",180200
2011-08-01,"Newfoundland and Labrador","services","Wholesale and retail trade",38700
2011-08-01,"Newfoundland and Labrador","services","Transportation and warehousing",10800
2011-08-01,"Newfoundland and Labrador","services","Finance, insurance, real estate, rental and leasing",9600
2011-08-01,"Newfoundland and Labrador","services","Professional, scientific and technical services",8500
2011-08-01,"Newfoundland and Labrador","services","Business, building and other support services",5700
2011-08-01,"Newfoundland and Labrador","services","Educational services",17700
2011-08-01,"Newfoundland and Labrador","services","Health care and social assistance",36100
2011-08-01,"Newfoundland and Labrador","services","Information, culture and recreation",6200
2011-08-01,"Newfoundland and Labrador","services","Accommodation and food services",15500
2011-08-01,"Newfoundland and Labrador","services","Other services (except public administration)",11800
2011-08-01,"Newfoundland and Labrador","services","Public administration",19500
2011-09-01,"Newfoundland and Labrador","all industries","Total employed, all industries",229700
2011-09-01,"Newfoundland and Labrador","total goods","Goods-producing sector",52000
2011-09-01,"Newfoundland and Labrador","goods","Agriculture",2700
2011-09-01,"Newfoundland and Labrador","goods","Forestry, fishing, mining, quarrying, oil and gas",16600
2011-09-01,"Newfoundland and Labrador","goods","Utilities",2000
2011-09-01,"Newfoundland and Labrador","goods","Construction",20600
2011-09-01,"Newfoundland and Labrador","goods","Manufacturing",10100
2011-09-01,"Newfoundland and Labrador","total services","Services-producing sector",177700
2011-09-01,"Newfoundland and Labrador","services","Wholesale and retail trade",38000
2011-09-01,"Newfoundland and Labrador","services","Transportation and warehousing",10300
2011-09-01,"Newfoundland and Labrador","services","Finance, insurance, real estate, rental and leasing",9700
2011-09-01,"Newfoundland and Labrador","services","Professional, scientific and technical services",8700
2011-09-01,"Newfoundland and Labrador","services","Business, building and other support services",6100
2011-09-01,"Newfoundland and Labrador","services","Educational services",17000
2011-09-01,"Newfoundland and Labrador","services","Health care and social assistance",36100
2011-09-01,"Newfoundland and Labrador","services","Information, culture and recreation",6400
2011-09-01,"Newfoundland and Labrador","services","Accommodation and food services",14600
2011-09-01,"Newfoundland and Labrador","services","Other services (except public administration)",11800
2011-09-01,"Newfoundland and Labrador","services","Public administration",19200
2011-10-01,"Newfoundland and Labrador","all industries","Total employed, all industries",230000
2011-10-01,"Newfoundland and Labrador","total goods","Goods-producing sector",51400
2011-10-01,"Newfoundland and Labrador","goods","Agriculture",2600
2011-10-01,"Newfoundland and Labrador","goods","Forestry, fishing, mining, quarrying, oil and gas",16500
2011-10-01,"Newfoundland and Labrador","goods","Utilities",2000
2011-10-01,"Newfoundland and Labrador","goods","Construction",20000
2011-10-01,"Newfoundland and Labrador","goods","Manufacturing",10300
2011-10-01,"Newfoundland and Labrador","total services","Services-producing sector",178600
2011-10-01,"Newfoundland and Labrador","services","Wholesale and retail trade",37500
2011-10-01,"Newfoundland and Labrador","services","Transportation and warehousing",10400
2011-10-01,"Newfoundland and Labrador","services","Finance, insurance, real estate, rental and leasing",9400
2011-10-01,"Newfoundland and Labrador","services","Professional, scientific and technical services",9500
2011-10-01,"Newfoundland and Labrador","services","Business, building and other support services",6100
2011-10-01,"Newfoundland and Labrador","services","Educational services",17200
2011-10-01,"Newfoundland and Labrador","services","Health care and social assistance",36100
2011-10-01,"Newfoundland and Labrador","services","Information, culture and recreation",6500
2011-10-01,"Newfoundland and Labrador","services","Accommodation and food services",14600
2011-10-01,"Newfoundland and Labrador","services","Other services (except public administration)",11700
2011-10-01,"Newfoundland and Labrador","services","Public administration",19500
2011-11-01,"Newfoundland and Labrador","all industries","Total employed, all industries",232300
2011-11-01,"Newfoundland and Labrador","total goods","Goods-producing sector",52900
2011-11-01,"Newfoundland and Labrador","goods","Agriculture",2300
2011-11-01,"Newfoundland and Labrador","goods","Forestry, fishing, mining, quarrying, oil and gas",16700
2011-11-01,"Newfoundland and Labrador","goods","Utilities",2100
2011-11-01,"Newfoundland and Labrador","goods","Construction",21500
2011-11-01,"Newfoundland and Labrador","goods","Manufacturing",10200
2011-11-01,"Newfoundland and Labrador","total services","Services-producing sector",179400
2011-11-01,"Newfoundland and Labrador","services","Wholesale and retail trade",37200
2011-11-01,"Newfoundland and Labrador","services","Transportation and warehousing",10400
2011-11-01,"Newfoundland and Labrador","services","Finance, insurance, real estate, rental and leasing",9100
2011-11-01,"Newfoundland and Labrador","services","Professional, scientific and technical services",9800
2011-11-01,"Newfoundland and Labrador","services","Business, building and other support services",6900
2011-11-01,"Newfoundland and Labrador","services","Educational services",17200
2011-11-01,"Newfoundland and Labrador","services","Health care and social assistance",36000
2011-11-01,"Newfoundland and Labrador","services","Information, culture and recreation",6600
2011-11-01,"Newfoundland and Labrador","services","Accommodation and food services",15100
2011-11-01,"Newfoundland and Labrador","services","Other services (except public administration)",11900
2011-11-01,"Newfoundland and Labrador","services","Public administration",19300
2011-12-01,"Newfoundland and Labrador","all industries","Total employed, all industries",233800
2011-12-01,"Newfoundland and Labrador","total goods","Goods-producing sector",53400
2011-12-01,"Newfoundland and Labrador","goods","Agriculture",1000
2011-12-01,"Newfoundland and Labrador","goods","Forestry, fishing, mining, quarrying, oil and gas",16800
2011-12-01,"Newfoundland and Labrador","goods","Utilities",2100
2011-12-01,"Newfoundland and Labrador","goods","Construction",21800
2011-12-01,"Newfoundland and Labrador","goods","Manufacturing",11600
2011-12-01,"Newfoundland and Labrador","total services","Services-producing sector",180400
2011-12-01,"Newfoundland and Labrador","services","Wholesale and retail trade",38300
2011-12-01,"Newfoundland and Labrador","services","Transportation and warehousing",10200
2011-12-01,"Newfoundland and Labrador","services","Finance, insurance, real estate, rental and leasing",9100
2011-12-01,"Newfoundland and Labrador","services","Professional, scientific and technical services",9900
2011-12-01,"Newfoundland and Labrador","services","Business, building and other support services",6400
2011-12-01,"Newfoundland and Labrador","services","Educational services",17400
2011-12-01,"Newfoundland and Labrador","services","Health care and social assistance",36600
2011-12-01,"Newfoundland and Labrador","services","Information, culture and recreation",6400
2011-12-01,"Newfoundland and Labrador","services","Accommodation and food services",14800
2011-12-01,"Newfoundland and Labrador","services","Other services (except public administration)",12400
2011-12-01,"Newfoundland and Labrador","services","Public administration",18900
2012-01-01,"Newfoundland and Labrador","all industries","Total employed, all industries",234100
2012-01-01,"Newfoundland and Labrador","total goods","Goods-producing sector",52300
2012-01-01,"Newfoundland and Labrador","goods","Agriculture",1400
2012-01-01,"Newfoundland and Labrador","goods","Forestry, fishing, mining, quarrying, oil and gas",16900
2012-01-01,"Newfoundland and Labrador","goods","Utilities",2500
2012-01-01,"Newfoundland and Labrador","goods","Construction",20900
2012-01-01,"Newfoundland and Labrador","goods","Manufacturing",10600
2012-01-01,"Newfoundland and Labrador","total services","Services-producing sector",181800
2012-01-01,"Newfoundland and Labrador","services","Wholesale and retail trade",38300
2012-01-01,"Newfoundland and Labrador","services","Transportation and warehousing",10600
2012-01-01,"Newfoundland and Labrador","services","Finance, insurance, real estate, rental and leasing",8900
2012-01-01,"Newfoundland and Labrador","services","Professional, scientific and technical services",9900
2012-01-01,"Newfoundland and Labrador","services","Business, building and other support services",6000
2012-01-01,"Newfoundland and Labrador","services","Educational services",17700
2012-01-01,"Newfoundland and Labrador","services","Health care and social assistance",36900
2012-01-01,"Newfoundland and Labrador","services","Information, culture and recreation",7100
2012-01-01,"Newfoundland and Labrador","services","Accommodation and food services",14900
2012-01-01,"Newfoundland and Labrador","services","Other services (except public administration)",12200
2012-01-01,"Newfoundland and Labrador","services","Public administration",19300
2012-02-01,"Newfoundland and Labrador","all industries","Total employed, all industries",235100
2012-02-01,"Newfoundland and Labrador","total goods","Goods-producing sector",53100
2012-02-01,"Newfoundland and Labrador","goods","Agriculture",1400
2012-02-01,"Newfoundland and Labrador","goods","Forestry, fishing, mining, quarrying, oil and gas",16600
2012-02-01,"Newfoundland and Labrador","goods","Utilities",2600
2012-02-01,"Newfoundland and Labrador","goods","Construction",21600
2012-02-01,"Newfoundland and Labrador","goods","Manufacturing",10800
2012-02-01,"Newfoundland and Labrador","total services","Services-producing sector",182000
2012-02-01,"Newfoundland and Labrador","services","Wholesale and retail trade",37700
2012-02-01,"Newfoundland and Labrador","services","Transportation and warehousing",10000
2012-02-01,"Newfoundland and Labrador","services","Finance, insurance, real estate, rental and leasing",9300
2012-02-01,"Newfoundland and Labrador","services","Professional, scientific and technical services",10300
2012-02-01,"Newfoundland and Labrador","services","Business, building and other support services",6800
2012-02-01,"Newfoundland and Labrador","services","Educational services",16900
2012-02-01,"Newfoundland and Labrador","services","Health care and social assistance",36800
2012-02-01,"Newfoundland and Labrador","services","Information, culture and recreation",7700
2012-02-01,"Newfoundland and Labrador","services","Accommodation and food services",14700
2012-02-01,"Newfoundland and Labrador","services","Other services (except public administration)",12600
2012-02-01,"Newfoundland and Labrador","services","Public administration",19100
2012-03-01,"Newfoundland and Labrador","all industries","Total employed, all industries",236000
2012-03-01,"Newfoundland and Labrador","total goods","Goods-producing sector",54000
2012-03-01,"Newfoundland and Labrador","goods","Agriculture",1300
2012-03-01,"Newfoundland and Labrador","goods","Forestry, fishing, mining, quarrying, oil and gas",17600
2012-03-01,"Newfoundland and Labrador","goods","Utilities",2700
2012-03-01,"Newfoundland and Labrador","goods","Construction",21400
2012-03-01,"Newfoundland and Labrador","goods","Manufacturing",11000
2012-03-01,"Newfoundland and Labrador","total services","Services-producing sector",182000
2012-03-01,"Newfoundland and Labrador","services","Wholesale and retail trade",38200
2012-03-01,"Newfoundland and Labrador","services","Transportation and warehousing",10700
2012-03-01,"Newfoundland and Labrador","services","Finance, insurance, real estate, rental and leasing",9100
2012-03-01,"Newfoundland and Labrador","services","Professional, scientific and technical services",9900
2012-03-01,"Newfoundland and Labrador","services","Business, building and other support services",6800
2012-03-01,"Newfoundland and Labrador","services","Educational services",17700
2012-03-01,"Newfoundland and Labrador","services","Health care and social assistance",36400
2012-03-01,"Newfoundland and Labrador","services","Information, culture and recreation",7400
2012-03-01,"Newfoundland and Labrador","services","Accommodation and food services",14400
2012-03-01,"Newfoundland and Labrador","services","Other services (except public administration)",12300
2012-03-01,"Newfoundland and Labrador","services","Public administration",19100
2012-04-01,"Newfoundland and Labrador","all industries","Total employed, all industries",241100
2012-04-01,"Newfoundland and Labrador","total goods","Goods-producing sector",56900
2012-04-01,"Newfoundland and Labrador","goods","Agriculture",1700
2012-04-01,"Newfoundland and Labrador","goods","Forestry, fishing, mining, quarrying, oil and gas",17400
2012-04-01,"Newfoundland and Labrador","goods","Utilities",2500
2012-04-01,"Newfoundland and Labrador","goods","Construction",21100
2012-04-01,"Newfoundland and Labrador","goods","Manufacturing",14100
2012-04-01,"Newfoundland and Labrador","total services","Services-producing sector",184200
2012-04-01,"Newfoundland and Labrador","services","Wholesale and retail trade",38600
2012-04-01,"Newfoundland and Labrador","services","Transportation and warehousing",10800
2012-04-01,"Newfoundland and Labrador","services","Finance, insurance, real estate, rental and leasing",8900
2012-04-01,"Newfoundland and Labrador","services","Professional, scientific and technical services",10000
2012-04-01,"Newfoundland and Labrador","services","Business, building and other support services",6800
2012-04-01,"Newfoundland and Labrador","services","Educational services",17300
2012-04-01,"Newfoundland and Labrador","services","Health care and social assistance",37400
2012-04-01,"Newfoundland and Labrador","services","Information, culture and recreation",8000
2012-04-01,"Newfoundland and Labrador","services","Accommodation and food services",14900
2012-04-01,"Newfoundland and Labrador","services","Other services (except public administration)",13200
2012-04-01,"Newfoundland and Labrador","services","Public administration",18200
2012-05-01,"Newfoundland and Labrador","all industries","Total employed, all industries",239900
2012-05-01,"Newfoundland and Labrador","total goods","Goods-producing sector",56800
2012-05-01,"Newfoundland and Labrador","goods","Agriculture",1700
2012-05-01,"Newfoundland and Labrador","goods","Forestry, fishing, mining, quarrying, oil and gas",17600
2012-05-01,"Newfoundland and Labrador","goods","Utilities",2300
2012-05-01,"Newfoundland and Labrador","goods","Construction",22300
2012-05-01,"Newfoundland and Labrador","goods","Manufacturing",12800
2012-05-01,"Newfoundland and Labrador","total services","Services-producing sector",183100
2012-05-01,"Newfoundland and Labrador","services","Wholesale and retail trade",37000
2012-05-01,"Newfoundland and Labrador","services","Transportation and warehousing",9900
2012-05-01,"Newfoundland and Labrador","services","Finance, insurance, real estate, rental and leasing",9100
2012-05-01,"Newfoundland and Labrador","services","Professional, scientific and technical services",10200
2012-05-01,"Newfoundland and Labrador","services","Business, building and other support services",6700
2012-05-01,"Newfoundland and Labrador","services","Educational services",17800
2012-05-01,"Newfoundland and Labrador","services","Health care and social assistance",37600
2012-05-01,"Newfoundland and Labrador","services","Information, culture and recreation",7300
2012-05-01,"Newfoundland and Labrador","services","Accommodation and food services",14100
2012-05-01,"Newfoundland and Labrador","services","Other services (except public administration)",14400
2012-05-01,"Newfoundland and Labrador","services","Public administration",19000
2012-06-01,"Newfoundland and Labrador","all industries","Total employed, all industries",240100
2012-06-01,"Newfoundland and Labrador","total goods","Goods-producing sector",54700
2012-06-01,"Newfoundland and Labrador","goods","Agriculture",1600
2012-06-01,"Newfoundland and Labrador","goods","Forestry, fishing, mining, quarrying, oil and gas",18000
2012-06-01,"Newfoundland and Labrador","goods","Utilities",2700
2012-06-01,"Newfoundland and Labrador","goods","Construction",20500
2012-06-01,"Newfoundland and Labrador","goods","Manufacturing",11900
2012-06-01,"Newfoundland and Labrador","total services","Services-producing sector",185400
2012-06-01,"Newfoundland and Labrador","services","Wholesale and retail trade",37800
2012-06-01,"Newfoundland and Labrador","services","Transportation and warehousing",10400
2012-06-01,"Newfoundland and Labrador","services","Finance, insurance, real estate, rental and leasing",9200
2012-06-01,"Newfoundland and Labrador","services","Professional, scientific and technical services",10400
2012-06-01,"Newfoundland and Labrador","services","Business, building and other support services",7300
2012-06-01,"Newfoundland and Labrador","services","Educational services",17900
2012-06-01,"Newfoundland and Labrador","services","Health care and social assistance",38100
2012-06-01,"Newfoundland and Labrador","services","Information, culture and recreation",7000
2012-06-01,"Newfoundland and Labrador","services","Accommodation and food services",14700
2012-06-01,"Newfoundland and Labrador","services","Other services (except public administration)",13500
2012-06-01,"Newfoundland and Labrador","services","Public administration",19400
2012-07-01,"Newfoundland and Labrador","all industries","Total employed, all industries",239400
2012-07-01,"Newfoundland and Labrador","total goods","Goods-producing sector",55200
2012-07-01,"Newfoundland and Labrador","goods","Agriculture",1800
2012-07-01,"Newfoundland and Labrador","goods","Forestry, fishing, mining, quarrying, oil and gas",17500
2012-07-01,"Newfoundland and Labrador","goods","Utilities",2900
2012-07-01,"Newfoundland and Labrador","goods","Construction",20600
2012-07-01,"Newfoundland and Labrador","goods","Manufacturing",12400
2012-07-01,"Newfoundland and Labrador","total services","Services-producing sector",184100
2012-07-01,"Newfoundland and Labrador","services","Wholesale and retail trade",37100
2012-07-01,"Newfoundland and Labrador","services","Transportation and warehousing",10600
2012-07-01,"Newfoundland and Labrador","services","Finance, insurance, real estate, rental and leasing",9600
2012-07-01,"Newfoundland and Labrador","services","Professional, scientific and technical services",10000
2012-07-01,"Newfoundland and Labrador","services","Business, building and other support services",6700
2012-07-01,"Newfoundland and Labrador","services","Educational services",17300
2012-07-01,"Newfoundland and Labrador","services","Health care and social assistance",38100
2012-07-01,"Newfoundland and Labrador","services","Information, culture and recreation",6800
2012-07-01,"Newfoundland and Labrador","services","Accommodation and food services",14100
2012-07-01,"Newfoundland and Labrador","services","Other services (except public administration)",15000
2012-07-01,"Newfoundland and Labrador","services","Public administration",18700
2012-08-01,"Newfoundland and Labrador","all industries","Total employed, all industries",239400
2012-08-01,"Newfoundland and Labrador","total goods","Goods-producing sector",53800
2012-08-01,"Newfoundland and Labrador","goods","Agriculture",2000
2012-08-01,"Newfoundland and Labrador","goods","Forestry, fishing, mining, quarrying, oil and gas",17000
2012-08-01,"Newfoundland and Labrador","goods","Utilities",3100
2012-08-01,"Newfoundland and Labrador","goods","Construction",20100
2012-08-01,"Newfoundland and Labrador","goods","Manufacturing",11700
2012-08-01,"Newfoundland and Labrador","total services","Services-producing sector",185500
2012-08-01,"Newfoundland and Labrador","services","Wholesale and retail trade",37500
2012-08-01,"Newfoundland and Labrador","services","Transportation and warehousing",10500
2012-08-01,"Newfoundland and Labrador","services","Finance, insurance, real estate, rental and leasing",9500
2012-08-01,"Newfoundland and Labrador","services","Professional, scientific and technical services",10000
2012-08-01,"Newfoundland and Labrador","services","Business, building and other support services",7100
2012-08-01,"Newfoundland and Labrador","services","Educational services",17600
2012-08-01,"Newfoundland and Labrador","services","Health care and social assistance",38100
2012-08-01,"Newfoundland and Labrador","services","Information, culture and recreation",7800
2012-08-01,"Newfoundland and Labrador","services","Accommodation and food services",14000
2012-08-01,"Newfoundland and Labrador","services","Other services (except public administration)",14700
2012-08-01,"Newfoundland and Labrador","services","Public administration",18800
2012-09-01,"Newfoundland and Labrador","all industries","Total employed, all industries",239900
2012-09-01,"Newfoundland and Labrador","total goods","Goods-producing sector",52100
2012-09-01,"Newfoundland and Labrador","goods","Agriculture",1400
2012-09-01,"Newfoundland and Labrador","goods","Forestry, fishing, mining, quarrying, oil and gas",17000
2012-09-01,"Newfoundland and Labrador","goods","Utilities",3100
2012-09-01,"Newfoundland and Labrador","goods","Construction",19200
2012-09-01,"Newfoundland and Labrador","goods","Manufacturing",11400
2012-09-01,"Newfoundland and Labrador","total services","Services-producing sector",187800
2012-09-01,"Newfoundland and Labrador","services","Wholesale and retail trade",36200
2012-09-01,"Newfoundland and Labrador","services","Transportation and warehousing",11100
2012-09-01,"Newfoundland and Labrador","services","Finance, insurance, real estate, rental and leasing",9400
2012-09-01,"Newfoundland and Labrador","services","Professional, scientific and technical services",10400
2012-09-01,"Newfoundland and Labrador","services","Business, building and other support services",7300
2012-09-01,"Newfoundland and Labrador","services","Educational services",16900
2012-09-01,"Newfoundland and Labrador","services","Health care and social assistance",39100
2012-09-01,"Newfoundland and Labrador","services","Information, culture and recreation",6900
2012-09-01,"Newfoundland and Labrador","services","Accommodation and food services",14600
2012-09-01,"Newfoundland and Labrador","services","Other services (except public administration)",16400
2012-09-01,"Newfoundland and Labrador","services","Public administration",19600
2012-10-01,"Newfoundland and Labrador","all industries","Total employed, all industries",243300
2012-10-01,"Newfoundland and Labrador","total goods","Goods-producing sector",51100
2012-10-01,"Newfoundland and Labrador","goods","Agriculture",1000
2012-10-01,"Newfoundland and Labrador","goods","Forestry, fishing, mining, quarrying, oil and gas",16600
2012-10-01,"Newfoundland and Labrador","goods","Utilities",3300
2012-10-01,"Newfoundland and Labrador","goods","Construction",19700
2012-10-01,"Newfoundland and Labrador","goods","Manufacturing",10600
2012-10-01,"Newfoundland and Labrador","total services","Services-producing sector",192200
2012-10-01,"Newfoundland and Labrador","services","Wholesale and retail trade",36100
2012-10-01,"Newfoundland and Labrador","services","Transportation and warehousing",11500
2012-10-01,"Newfoundland and Labrador","services","Finance, insurance, real estate, rental and leasing",9100
2012-10-01,"Newfoundland and Labrador","services","Professional, scientific and technical services",10200
2012-10-01,"Newfoundland and Labrador","services","Business, building and other support services",7100
2012-10-01,"Newfoundland and Labrador","services","Educational services",18200
2012-10-01,"Newfoundland and Labrador","services","Health care and social assistance",40400
2012-10-01,"Newfoundland and Labrador","services","Information, culture and recreation",7500
2012-10-01,"Newfoundland and Labrador","services","Accommodation and food services",15700
2012-10-01,"Newfoundland and Labrador","services","Other services (except public administration)",16300
2012-10-01,"Newfoundland and Labrador","services","Public administration",20000
2012-11-01,"Newfoundland and Labrador","all industries","Total employed, all industries",243000
2012-11-01,"Newfoundland and Labrador","total goods","Goods-producing sector",52400
2012-11-01,"Newfoundland and Labrador","goods","Agriculture",1200
2012-11-01,"Newfoundland and Labrador","goods","Forestry, fishing, mining, quarrying, oil and gas",15600
2012-11-01,"Newfoundland and Labrador","goods","Utilities",3000
2012-11-01,"Newfoundland and Labrador","goods","Construction",21800
2012-11-01,"Newfoundland and Labrador","goods","Manufacturing",10900
2012-11-01,"Newfoundland and Labrador","total services","Services-producing sector",190600
2012-11-01,"Newfoundland and Labrador","services","Wholesale and retail trade",35900
2012-11-01,"Newfoundland and Labrador","services","Transportation and warehousing",11300
2012-11-01,"Newfoundland and Labrador","services","Finance, insurance, real estate, rental and leasing",9700
2012-11-01,"Newfoundland and Labrador","services","Professional, scientific and technical services",10200
2012-11-01,"Newfoundland and Labrador","services","Business, building and other support services",6700
2012-11-01,"Newfoundland and Labrador","services","Educational services",17800
2012-11-01,"Newfoundland and Labrador","services","Health care and social assistance",40400
2012-11-01,"Newfoundland and Labrador","services","Information, culture and recreation",6900
2012-11-01,"Newfoundland and Labrador","services","Accommodation and food services",16300
2012-11-01,"Newfoundland and Labrador","services","Other services (except public administration)",15800
2012-11-01,"Newfoundland and Labrador","services","Public administration",19600
2012-12-01,"Newfoundland and Labrador","all industries","Total employed, all industries",243900
