"date","year","GEO","naics","value"
2021-04-01,2021,"Nova Scotia","Accommodation and food services [72]",28500
2021-04-01,2021,"Nova Scotia","Other services (except public administration) [81]",19400
2021-04-01,2021,"Nova Scotia","Public administration [91]",30300
2021-05-01,2021,"Nova Scotia","Total employed, all industries",448200
2021-05-01,2021,"Nova Scotia","Goods-producing sector",92400
2021-05-01,2021,"Nova Scotia","Agriculture [111-112, 1100, 1151-1152]",6400
2021-05-01,2021,"Nova Scotia","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]",10500
2021-05-01,2021,"Nova Scotia","Utilities [22]",4700
2021-05-01,2021,"Nova Scotia","Construction [23]",36000
2021-05-01,2021,"Nova Scotia","Manufacturing [31-33]",34800
2021-05-01,2021,"Nova Scotia","Services-producing sector",355800
2021-05-01,2021,"Nova Scotia","Wholesale and retail trade [41, 44-45]",64400
2021-05-01,2021,"Nova Scotia","Transportation and warehousing [48-49]",22700
2021-05-01,2021,"Nova Scotia","Finance, insurance, real estate, rental and leasing [52-53]",24700
2021-05-01,2021,"Nova Scotia","Professional, scientific and technical services [54]",32300
2021-05-01,2021,"Nova Scotia","Business, building and other support services [55-56]",17600
2021-05-01,2021,"Nova Scotia","Educational services [61]",33400
2021-05-01,2021,"Nova Scotia","Health care and social assistance [62]",75100
2021-05-01,2021,"Nova Scotia","Information, culture and recreation [51, 71]",12300
2021-05-01,2021,"Nova Scotia","Accommodation and food services [72]",25400
2021-05-01,2021,"Nova Scotia","Other services (except public administration) [81]",17100
2021-05-01,2021,"Nova Scotia","Public administration [91]",30700
2021-06-01,2021,"Nova Scotia","Total employed, all industries",464400
2021-06-01,2021,"Nova Scotia","Goods-producing sector",89000
2021-06-01,2021,"Nova Scotia","Agriculture [111-112, 1100, 1151-1152]",5600
2021-06-01,2021,"Nova Scotia","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]",11300
2021-06-01,2021,"Nova Scotia","Utilities [22]",4600
2021-06-01,2021,"Nova Scotia","Construction [23]",35200
2021-06-01,2021,"Nova Scotia","Manufacturing [31-33]",32300
2021-06-01,2021,"Nova Scotia","Services-producing sector",375400
2021-06-01,2021,"Nova Scotia","Wholesale and retail trade [41, 44-45]",72500
2021-06-01,2021,"Nova Scotia","Transportation and warehousing [48-49]",25000
2021-06-01,2021,"Nova Scotia","Finance, insurance, real estate, rental and leasing [52-53]",25300
2021-06-01,2021,"Nova Scotia","Professional, scientific and technical services [54]",32300
2021-06-01,2021,"Nova Scotia","Business, building and other support services [55-56]",18700
2021-06-01,2021,"Nova Scotia","Educational services [61]",34400
2021-06-01,2021,"Nova Scotia","Health care and social assistance [62]",76200
2021-06-01,2021,"Nova Scotia","Information, culture and recreation [51, 71]",14300
2021-06-01,2021,"Nova Scotia","Accommodation and food services [72]",29100
2021-06-01,2021,"Nova Scotia","Other services (except public administration) [81]",16100
2021-06-01,2021,"Nova Scotia","Public administration [91]",31400
2021-07-01,2021,"Nova Scotia","Total employed, all industries",469000
2021-07-01,2021,"Nova Scotia","Goods-producing sector",89300
2021-07-01,2021,"Nova Scotia","Agriculture [111-112, 1100, 1151-1152]",5800
2021-07-01,2021,"Nova Scotia","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]",12200
2021-07-01,2021,"Nova Scotia","Utilities [22]",3700
2021-07-01,2021,"Nova Scotia","Construction [23]",36000
2021-07-01,2021,"Nova Scotia","Manufacturing [31-33]",31600
2021-07-01,2021,"Nova Scotia","Services-producing sector",379700
2021-07-01,2021,"Nova Scotia","Wholesale and retail trade [41, 44-45]",72700
2021-07-01,2021,"Nova Scotia","Transportation and warehousing [48-49]",25400
2021-07-01,2021,"Nova Scotia","Finance, insurance, real estate, rental and leasing [52-53]",27400
2021-07-01,2021,"Nova Scotia","Professional, scientific and technical services [54]",32100
2021-07-01,2021,"Nova Scotia","Business, building and other support services [55-56]",18600
2021-07-01,2021,"Nova Scotia","Educational services [61]",33900
2021-07-01,2021,"Nova Scotia","Health care and social assistance [62]",79200
2021-07-01,2021,"Nova Scotia","Information, culture and recreation [51, 71]",13300
2021-07-01,2021,"Nova Scotia","Accommodation and food services [72]",29500
2021-07-01,2021,"Nova Scotia","Other services (except public administration) [81]",16200
2021-07-01,2021,"Nova Scotia","Public administration [91]",31400
2021-08-01,2021,"Nova Scotia","Total employed, all industries",470500
2021-08-01,2021,"Nova Scotia","Goods-producing sector",88900
2021-08-01,2021,"Nova Scotia","Agriculture [111-112, 1100, 1151-1152]",5500
2021-08-01,2021,"Nova Scotia","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]",12600
2021-08-01,2021,"Nova Scotia","Utilities [22]",4400
2021-08-01,2021,"Nova Scotia","Construction [23]",34700
2021-08-01,2021,"Nova Scotia","Manufacturing [31-33]",31700
2021-08-01,2021,"Nova Scotia","Services-producing sector",381600
2021-08-01,2021,"Nova Scotia","Wholesale and retail trade [41, 44-45]",73400
2021-08-01,2021,"Nova Scotia","Transportation and warehousing [48-49]",23900
2021-08-01,2021,"Nova Scotia","Finance, insurance, real estate, rental and leasing [52-53]",26400
2021-08-01,2021,"Nova Scotia","Professional, scientific and technical services [54]",34500
2021-08-01,2021,"Nova Scotia","Business, building and other support services [55-56]",18400
2021-08-01,2021,"Nova Scotia","Educational services [61]",35800
2021-08-01,2021,"Nova Scotia","Health care and social assistance [62]",80000
2021-08-01,2021,"Nova Scotia","Information, culture and recreation [51, 71]",13600
2021-08-01,2021,"Nova Scotia","Accommodation and food services [72]",26600
2021-08-01,2021,"Nova Scotia","Other services (except public administration) [81]",17100
2021-08-01,2021,"Nova Scotia","Public administration [91]",32000
2021-09-01,2021,"Nova Scotia","Total employed, all industries",474000
2021-09-01,2021,"Nova Scotia","Goods-producing sector",90200
2021-09-01,2021,"Nova Scotia","Agriculture [111-112, 1100, 1151-1152]",5500
2021-09-01,2021,"Nova Scotia","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]",10700
2021-09-01,2021,"Nova Scotia","Utilities [22]",5400
2021-09-01,2021,"Nova Scotia","Construction [23]",35000
2021-09-01,2021,"Nova Scotia","Manufacturing [31-33]",33700
2021-09-01,2021,"Nova Scotia","Services-producing sector",383800
2021-09-01,2021,"Nova Scotia","Wholesale and retail trade [41, 44-45]",74200
2021-09-01,2021,"Nova Scotia","Transportation and warehousing [48-49]",25600
2021-09-01,2021,"Nova Scotia","Finance, insurance, real estate, rental and leasing [52-53]",25300
2021-09-01,2021,"Nova Scotia","Professional, scientific and technical services [54]",32900
2021-09-01,2021,"Nova Scotia","Business, building and other support services [55-56]",18800
2021-09-01,2021,"Nova Scotia","Educational services [61]",35700
2021-09-01,2021,"Nova Scotia","Health care and social assistance [62]",81300
2021-09-01,2021,"Nova Scotia","Information, culture and recreation [51, 71]",13300
2021-09-01,2021,"Nova Scotia","Accommodation and food services [72]",27800
2021-09-01,2021,"Nova Scotia","Other services (except public administration) [81]",16200
2021-09-01,2021,"Nova Scotia","Public administration [91]",32700
2021-10-01,2021,"Nova Scotia","Total employed, all industries",472300
2021-10-01,2021,"Nova Scotia","Goods-producing sector",90500
2021-10-01,2021,"Nova Scotia","Agriculture [111-112, 1100, 1151-1152]",5800
2021-10-01,2021,"Nova Scotia","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]",11300
2021-10-01,2021,"Nova Scotia","Utilities [22]",5100
2021-10-01,2021,"Nova Scotia","Construction [23]",34900
2021-10-01,2021,"Nova Scotia","Manufacturing [31-33]",33500
2021-10-01,2021,"Nova Scotia","Services-producing sector",381700
2021-10-01,2021,"Nova Scotia","Wholesale and retail trade [41, 44-45]",74200
2021-10-01,2021,"Nova Scotia","Transportation and warehousing [48-49]",25700
2021-10-01,2021,"Nova Scotia","Finance, insurance, real estate, rental and leasing [52-53]",25900
2021-10-01,2021,"Nova Scotia","Professional, scientific and technical services [54]",32900
2021-10-01,2021,"Nova Scotia","Business, building and other support services [55-56]",18900
2021-10-01,2021,"Nova Scotia","Educational services [61]",35400
2021-10-01,2021,"Nova Scotia","Health care and social assistance [62]",80100
2021-10-01,2021,"Nova Scotia","Information, culture and recreation [51, 71]",13100
2021-10-01,2021,"Nova Scotia","Accommodation and food services [72]",29100
2021-10-01,2021,"Nova Scotia","Other services (except public administration) [81]",16100
2021-10-01,2021,"Nova Scotia","Public administration [91]",30200
2021-11-01,2021,"Nova Scotia","Total employed, all industries",472300
2021-11-01,2021,"Nova Scotia","Goods-producing sector",92600
2021-11-01,2021,"Nova Scotia","Agriculture [111-112, 1100, 1151-1152]",5600
2021-11-01,2021,"Nova Scotia","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]",9500
2021-11-01,2021,"Nova Scotia","Utilities [22]",5200
2021-11-01,2021,"Nova Scotia","Construction [23]",39100
2021-11-01,2021,"Nova Scotia","Manufacturing [31-33]",33300
2021-11-01,2021,"Nova Scotia","Services-producing sector",379700
2021-11-01,2021,"Nova Scotia","Wholesale and retail trade [41, 44-45]",73100
2021-11-01,2021,"Nova Scotia","Transportation and warehousing [48-49]",26000
2021-11-01,2021,"Nova Scotia","Finance, insurance, real estate, rental and leasing [52-53]",25200
2021-11-01,2021,"Nova Scotia","Professional, scientific and technical services [54]",33900
2021-11-01,2021,"Nova Scotia","Business, building and other support services [55-56]",18100
2021-11-01,2021,"Nova Scotia","Educational services [61]",37100
2021-11-01,2021,"Nova Scotia","Health care and social assistance [62]",79400
2021-11-01,2021,"Nova Scotia","Information, culture and recreation [51, 71]",13300
2021-11-01,2021,"Nova Scotia","Accommodation and food services [72]",27200
2021-11-01,2021,"Nova Scotia","Other services (except public administration) [81]",16200
2021-11-01,2021,"Nova Scotia","Public administration [91]",30200
2021-12-01,2021,"Nova Scotia","Total employed, all industries",474000
2021-12-01,2021,"Nova Scotia","Goods-producing sector",95100
2021-12-01,2021,"Nova Scotia","Agriculture [111-112, 1100, 1151-1152]",6300
2021-12-01,2021,"Nova Scotia","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]",10500
2021-12-01,2021,"Nova Scotia","Utilities [22]",6100
2021-12-01,2021,"Nova Scotia","Construction [23]",37900
2021-12-01,2021,"Nova Scotia","Manufacturing [31-33]",34300
2021-12-01,2021,"Nova Scotia","Services-producing sector",378900
2021-12-01,2021,"Nova Scotia","Wholesale and retail trade [41, 44-45]",73300
2021-12-01,2021,"Nova Scotia","Transportation and warehousing [48-49]",24200
2021-12-01,2021,"Nova Scotia","Finance, insurance, real estate, rental and leasing [52-53]",24900
2021-12-01,2021,"Nova Scotia","Professional, scientific and technical services [54]",34800
2021-12-01,2021,"Nova Scotia","Business, building and other support services [55-56]",18400
2021-12-01,2021,"Nova Scotia","Educational services [61]",37500
2021-12-01,2021,"Nova Scotia","Health care and social assistance [62]",78100
2021-12-01,2021,"Nova Scotia","Information, culture and recreation [51, 71]",13900
2021-12-01,2021,"Nova Scotia","Accommodation and food services [72]",27600
2021-12-01,2021,"Nova Scotia","Other services (except public administration) [81]",15200
2021-12-01,2021,"Nova Scotia","Public administration [91]",31000
2022-01-01,2022,"Nova Scotia","Total employed, all industries",475600
2022-01-01,2022,"Nova Scotia","Goods-producing sector",96400
2022-01-01,2022,"Nova Scotia","Agriculture [111-112, 1100, 1151-1152]",6100
2022-01-01,2022,"Nova Scotia","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]",10400
2022-01-01,2022,"Nova Scotia","Utilities [22]",4900
2022-01-01,2022,"Nova Scotia","Construction [23]",38300
2022-01-01,2022,"Nova Scotia","Manufacturing [31-33]",36600
2022-01-01,2022,"Nova Scotia","Services-producing sector",379200
2022-01-01,2022,"Nova Scotia","Wholesale and retail trade [41, 44-45]",73800
2022-01-01,2022,"Nova Scotia","Transportation and warehousing [48-49]",23200
2022-01-01,2022,"Nova Scotia","Finance, insurance, real estate, rental and leasing [52-53]",27000
2022-01-01,2022,"Nova Scotia","Professional, scientific and technical services [54]",35700
2022-01-01,2022,"Nova Scotia","Business, building and other support services [55-56]",19000
2022-01-01,2022,"Nova Scotia","Educational services [61]",35700
2022-01-01,2022,"Nova Scotia","Health care and social assistance [62]",78700
2022-01-01,2022,"Nova Scotia","Information, culture and recreation [51, 71]",14200
2022-01-01,2022,"Nova Scotia","Accommodation and food services [72]",26400
2022-01-01,2022,"Nova Scotia","Other services (except public administration) [81]",15300
2022-01-01,2022,"Nova Scotia","Public administration [91]",30500
2022-02-01,2022,"Nova Scotia","Total employed, all industries",480200
2022-02-01,2022,"Nova Scotia","Goods-producing sector",96600
2022-02-01,2022,"Nova Scotia","Agriculture [111-112, 1100, 1151-1152]",6500
2022-02-01,2022,"Nova Scotia","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]",9700
2022-02-01,2022,"Nova Scotia","Utilities [22]",4700
2022-02-01,2022,"Nova Scotia","Construction [23]",40800
2022-02-01,2022,"Nova Scotia","Manufacturing [31-33]",35000
2022-02-01,2022,"Nova Scotia","Services-producing sector",383600
2022-02-01,2022,"Nova Scotia","Wholesale and retail trade [41, 44-45]",74300
2022-02-01,2022,"Nova Scotia","Transportation and warehousing [48-49]",22500
2022-02-01,2022,"Nova Scotia","Finance, insurance, real estate, rental and leasing [52-53]",26600
2022-02-01,2022,"Nova Scotia","Professional, scientific and technical services [54]",36400
2022-02-01,2022,"Nova Scotia","Business, building and other support services [55-56]",20300
2022-02-01,2022,"Nova Scotia","Educational services [61]",36000
2022-02-01,2022,"Nova Scotia","Health care and social assistance [62]",81200
2022-02-01,2022,"Nova Scotia","Information, culture and recreation [51, 71]",14000
2022-02-01,2022,"Nova Scotia","Accommodation and food services [72]",27100
2022-02-01,2022,"Nova Scotia","Other services (except public administration) [81]",14400
2022-02-01,2022,"Nova Scotia","Public administration [91]",30900
2022-03-01,2022,"Nova Scotia","Total employed, all industries",478700
2022-03-01,2022,"Nova Scotia","Goods-producing sector",97400
2022-03-01,2022,"Nova Scotia","Agriculture [111-112, 1100, 1151-1152]",6900
2022-03-01,2022,"Nova Scotia","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]",9900
2022-03-01,2022,"Nova Scotia","Utilities [22]",4400
2022-03-01,2022,"Nova Scotia","Construction [23]",41600
2022-03-01,2022,"Nova Scotia","Manufacturing [31-33]",34500
2022-03-01,2022,"Nova Scotia","Services-producing sector",381400
2022-03-01,2022,"Nova Scotia","Wholesale and retail trade [41, 44-45]",73500
2022-03-01,2022,"Nova Scotia","Transportation and warehousing [48-49]",21700
2022-03-01,2022,"Nova Scotia","Finance, insurance, real estate, rental and leasing [52-53]",26100
2022-03-01,2022,"Nova Scotia","Professional, scientific and technical services [54]",35300
2022-03-01,2022,"Nova Scotia","Business, building and other support services [55-56]",22100
2022-03-01,2022,"Nova Scotia","Educational services [61]",34900
2022-03-01,2022,"Nova Scotia","Health care and social assistance [62]",79100
2022-03-01,2022,"Nova Scotia","Information, culture and recreation [51, 71]",13600
2022-03-01,2022,"Nova Scotia","Accommodation and food services [72]",26800
2022-03-01,2022,"Nova Scotia","Other services (except public administration) [81]",16700
2022-03-01,2022,"Nova Scotia","Public administration [91]",31600
2022-04-01,2022,"Nova Scotia","Total employed, all industries",485700
2022-04-01,2022,"Nova Scotia","Goods-producing sector",96000
2022-04-01,2022,"Nova Scotia","Agriculture [111-112, 1100, 1151-1152]",5600
2022-04-01,2022,"Nova Scotia","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]",9900
2022-04-01,2022,"Nova Scotia","Utilities [22]",4300
2022-04-01,2022,"Nova Scotia","Construction [23]",42400
2022-04-01,2022,"Nova Scotia","Manufacturing [31-33]",33700
2022-04-01,2022,"Nova Scotia","Services-producing sector",389700
2022-04-01,2022,"Nova Scotia","Wholesale and retail trade [41, 44-45]",73800
2022-04-01,2022,"Nova Scotia","Transportation and warehousing [48-49]",21300
2022-04-01,2022,"Nova Scotia","Finance, insurance, real estate, rental and leasing [52-53]",28900
2022-04-01,2022,"Nova Scotia","Professional, scientific and technical services [54]",36100
2022-04-01,2022,"Nova Scotia","Business, building and other support services [55-56]",20300
2022-04-01,2022,"Nova Scotia","Educational services [61]",36800
2022-04-01,2022,"Nova Scotia","Health care and social assistance [62]",79600
2022-04-01,2022,"Nova Scotia","Information, culture and recreation [51, 71]",15300
2022-04-01,2022,"Nova Scotia","Accommodation and food services [72]",27600
2022-04-01,2022,"Nova Scotia","Other services (except public administration) [81]",17800
2022-04-01,2022,"Nova Scotia","Public administration [91]",32200
2022-05-01,2022,"Nova Scotia","Total employed, all industries",485400
2022-05-01,2022,"Nova Scotia","Goods-producing sector",95700
2022-05-01,2022,"Nova Scotia","Agriculture [111-112, 1100, 1151-1152]",4900
2022-05-01,2022,"Nova Scotia","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]",9400
2022-05-01,2022,"Nova Scotia","Utilities [22]",4700
2022-05-01,2022,"Nova Scotia","Construction [23]",42400
2022-05-01,2022,"Nova Scotia","Manufacturing [31-33]",34300
2022-05-01,2022,"Nova Scotia","Services-producing sector",389700
2022-05-01,2022,"Nova Scotia","Wholesale and retail trade [41, 44-45]",71800
2022-05-01,2022,"Nova Scotia","Transportation and warehousing [48-49]",20900
2022-05-01,2022,"Nova Scotia","Finance, insurance, real estate, rental and leasing [52-53]",28300
2022-05-01,2022,"Nova Scotia","Professional, scientific and technical services [54]",38400
2022-05-01,2022,"Nova Scotia","Business, building and other support services [55-56]",19900
2022-05-01,2022,"Nova Scotia","Educational services [61]",36700
2022-05-01,2022,"Nova Scotia","Health care and social assistance [62]",80100
2022-05-01,2022,"Nova Scotia","Information, culture and recreation [51, 71]",15700
2022-05-01,2022,"Nova Scotia","Accommodation and food services [72]",27600
2022-05-01,2022,"Nova Scotia","Other services (except public administration) [81]",17800
2022-05-01,2022,"Nova Scotia","Public administration [91]",32500
2022-06-01,2022,"Nova Scotia","Total employed, all industries",485700
2022-06-01,2022,"Nova Scotia","Goods-producing sector",96800
2022-06-01,2022,"Nova Scotia","Agriculture [111-112, 1100, 1151-1152]",5300
2022-06-01,2022,"Nova Scotia","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]",8500
2022-06-01,2022,"Nova Scotia","Utilities [22]",4300
2022-06-01,2022,"Nova Scotia","Construction [23]",44200
2022-06-01,2022,"Nova Scotia","Manufacturing [31-33]",34500
2022-06-01,2022,"Nova Scotia","Services-producing sector",388900
2022-06-01,2022,"Nova Scotia","Wholesale and retail trade [41, 44-45]",72600
2022-06-01,2022,"Nova Scotia","Transportation and warehousing [48-49]",20400
2022-06-01,2022,"Nova Scotia","Finance, insurance, real estate, rental and leasing [52-53]",27600
2022-06-01,2022,"Nova Scotia","Professional, scientific and technical services [54]",39600
2022-06-01,2022,"Nova Scotia","Business, building and other support services [55-56]",19100
2022-06-01,2022,"Nova Scotia","Educational services [61]",37400
2022-06-01,2022,"Nova Scotia","Health care and social assistance [62]",79200
2022-06-01,2022,"Nova Scotia","Information, culture and recreation [51, 71]",14300
2022-06-01,2022,"Nova Scotia","Accommodation and food services [72]",28400
2022-06-01,2022,"Nova Scotia","Other services (except public administration) [81]",18600
2022-06-01,2022,"Nova Scotia","Public administration [91]",31600
2022-07-01,2022,"Nova Scotia","Total employed, all industries",484200
2022-07-01,2022,"Nova Scotia","Goods-producing sector",97600
2022-07-01,2022,"Nova Scotia","Agriculture [111-112, 1100, 1151-1152]",4700
2022-07-01,2022,"Nova Scotia","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]",8900
2022-07-01,2022,"Nova Scotia","Utilities [22]",4400
2022-07-01,2022,"Nova Scotia","Construction [23]",44300
2022-07-01,2022,"Nova Scotia","Manufacturing [31-33]",35300
2022-07-01,2022,"Nova Scotia","Services-producing sector",386600
2022-07-01,2022,"Nova Scotia","Wholesale and retail trade [41, 44-45]",71800
2022-07-01,2022,"Nova Scotia","Transportation and warehousing [48-49]",19200
2022-07-01,2022,"Nova Scotia","Finance, insurance, real estate, rental and leasing [52-53]",27000
2022-07-01,2022,"Nova Scotia","Professional, scientific and technical services [54]",39400
2022-07-01,2022,"Nova Scotia","Business, building and other support services [55-56]",19300
2022-07-01,2022,"Nova Scotia","Educational services [61]",38300
2022-07-01,2022,"Nova Scotia","Health care and social assistance [62]",78200
2022-07-01,2022,"Nova Scotia","Information, culture and recreation [51, 71]",16100
2022-07-01,2022,"Nova Scotia","Accommodation and food services [72]",28100
2022-07-01,2022,"Nova Scotia","Other services (except public administration) [81]",18000
2022-07-01,2022,"Nova Scotia","Public administration [91]",31400
2022-08-01,2022,"Nova Scotia","Total employed, all industries",484300
2022-08-01,2022,"Nova Scotia","Goods-producing sector",96900
2022-08-01,2022,"Nova Scotia","Agriculture [111-112, 1100, 1151-1152]",4500
2022-08-01,2022,"Nova Scotia","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]",9300
2022-08-01,2022,"Nova Scotia","Utilities [22]",4600
2022-08-01,2022,"Nova Scotia","Construction [23]",43800
2022-08-01,2022,"Nova Scotia","Manufacturing [31-33]",34800
2022-08-01,2022,"Nova Scotia","Services-producing sector",387400
2022-08-01,2022,"Nova Scotia","Wholesale and retail trade [41, 44-45]",73900
2022-08-01,2022,"Nova Scotia","Transportation and warehousing [48-49]",19200
2022-08-01,2022,"Nova Scotia","Finance, insurance, real estate, rental and leasing [52-53]",26800
2022-08-01,2022,"Nova Scotia","Professional, scientific and technical services [54]",39100
2022-08-01,2022,"Nova Scotia","Business, building and other support services [55-56]",18700
2022-08-01,2022,"Nova Scotia","Educational services [61]",37000
2022-08-01,2022,"Nova Scotia","Health care and social assistance [62]",79600
2022-08-01,2022,"Nova Scotia","Information, culture and recreation [51, 71]",16400
2022-08-01,2022,"Nova Scotia","Accommodation and food services [72]",27700
2022-08-01,2022,"Nova Scotia","Other services (except public administration) [81]",17900
2022-08-01,2022,"Nova Scotia","Public administration [91]",31000
2022-09-01,2022,"Nova Scotia","Total employed, all industries",487800
2022-09-01,2022,"Nova Scotia","Goods-producing sector",96300
2022-09-01,2022,"Nova Scotia","Agriculture [111-112, 1100, 1151-1152]",4700
2022-09-01,2022,"Nova Scotia","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]",10400
2022-09-01,2022,"Nova Scotia","Utilities [22]",4200
2022-09-01,2022,"Nova Scotia","Construction [23]",43800
2022-09-01,2022,"Nova Scotia","Manufacturing [31-33]",33200
2022-09-01,2022,"Nova Scotia","Services-producing sector",391400
2022-09-01,2022,"Nova Scotia","Wholesale and retail trade [41, 44-45]",77200
2022-09-01,2022,"Nova Scotia","Transportation and warehousing [48-49]",18300
2022-09-01,2022,"Nova Scotia","Finance, insurance, real estate, rental and leasing [52-53]",27000
2022-09-01,2022,"Nova Scotia","Professional, scientific and technical services [54]",37400
2022-09-01,2022,"Nova Scotia","Business, building and other support services [55-56]",17400
2022-09-01,2022,"Nova Scotia","Educational services [61]",36100
2022-09-01,2022,"Nova Scotia","Health care and social assistance [62]",80300
2022-09-01,2022,"Nova Scotia","Information, culture and recreation [51, 71]",18900
2022-09-01,2022,"Nova Scotia","Accommodation and food services [72]",28500
2022-09-01,2022,"Nova Scotia","Other services (except public administration) [81]",18000
2022-09-01,2022,"Nova Scotia","Public administration [91]",32400
2022-10-01,2022,"Nova Scotia","Total employed, all industries",487200
2022-10-01,2022,"Nova Scotia","Goods-producing sector",97800
2022-10-01,2022,"Nova Scotia","Agriculture [111-112, 1100, 1151-1152]",4900
2022-10-01,2022,"Nova Scotia","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]",9700
2022-10-01,2022,"Nova Scotia","Utilities [22]",4400
2022-10-01,2022,"Nova Scotia","Construction [23]",43500
2022-10-01,2022,"Nova Scotia","Manufacturing [31-33]",35300
2022-10-01,2022,"Nova Scotia","Services-producing sector",389400
2022-10-01,2022,"Nova Scotia","Wholesale and retail trade [41, 44-45]",74900
2022-10-01,2022,"Nova Scotia","Transportation and warehousing [48-49]",18700
2022-10-01,2022,"Nova Scotia","Finance, insurance, real estate, rental and leasing [52-53]",27600
2022-10-01,2022,"Nova Scotia","Professional, scientific and technical services [54]",37200
2022-10-01,2022,"Nova Scotia","Business, building and other support services [55-56]",17300
2022-10-01,2022,"Nova Scotia","Educational services [61]",35900
2022-10-01,2022,"Nova Scotia","Health care and social assistance [62]",80100
2022-10-01,2022,"Nova Scotia","Information, culture and recreation [51, 71]",17800
2022-10-01,2022,"Nova Scotia","Accommodation and food services [72]",28900
2022-10-01,2022,"Nova Scotia","Other services (except public administration) [81]",18200
2022-10-01,2022,"Nova Scotia","Public administration [91]",32800
2022-11-01,2022,"Nova Scotia","Total employed, all industries",492400
2022-11-01,2022,"Nova Scotia","Goods-producing sector",95500
2022-11-01,2022,"Nova Scotia","Agriculture [111-112, 1100, 1151-1152]",3800
2022-11-01,2022,"Nova Scotia","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]",10500
2022-11-01,2022,"Nova Scotia","Utilities [22]",4300
2022-11-01,2022,"Nova Scotia","Construction [23]",41700
2022-11-01,2022,"Nova Scotia","Manufacturing [31-33]",35100
2022-11-01,2022,"Nova Scotia","Services-producing sector",396900
2022-11-01,2022,"Nova Scotia","Wholesale and retail trade [41, 44-45]",77200
2022-11-01,2022,"Nova Scotia","Transportation and warehousing [48-49]",19400
2022-11-01,2022,"Nova Scotia","Finance, insurance, real estate, rental and leasing [52-53]",27700
2022-11-01,2022,"Nova Scotia","Professional, scientific and technical services [54]",37500
2022-11-01,2022,"Nova Scotia","Business, building and other support services [55-56]",18400
2022-11-01,2022,"Nova Scotia","Educational services [61]",35700
2022-11-01,2022,"Nova Scotia","Health care and social assistance [62]",80700
2022-11-01,2022,"Nova Scotia","Information, culture and recreation [51, 71]",18600
2022-11-01,2022,"Nova Scotia","Accommodation and food services [72]",28300
2022-11-01,2022,"Nova Scotia","Other services (except public administration) [81]",19300
2022-11-01,2022,"Nova Scotia","Public administration [91]",34200
2022-12-01,2022,"Nova Scotia","Total employed, all industries",491900
2022-12-01,2022,"Nova Scotia","Goods-producing sector",92600
2022-12-01,2022,"Nova Scotia","Agriculture [111-112, 1100, 1151-1152]",3900
2022-12-01,2022,"Nova Scotia","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]",11100
2022-12-01,2022,"Nova Scotia","Utilities [22]",3200
2022-12-01,2022,"Nova Scotia","Construction [23]",41000
2022-12-01,2022,"Nova Scotia","Manufacturing [31-33]",33400
2022-12-01,2022,"Nova Scotia","Services-producing sector",399300
2022-12-01,2022,"Nova Scotia","Wholesale and retail trade [41, 44-45]",76600
2022-12-01,2022,"Nova Scotia","Transportation and warehousing [48-49]",20700
2022-12-01,2022,"Nova Scotia","Finance, insurance, real estate, rental and leasing [52-53]",28000
2022-12-01,2022,"Nova Scotia","Professional, scientific and technical services [54]",39700
2022-12-01,2022,"Nova Scotia","Business, building and other support services [55-56]",17700
2022-12-01,2022,"Nova Scotia","Educational services [61]",35100
2022-12-01,2022,"Nova Scotia","Health care and social assistance [62]",80400
2022-12-01,2022,"Nova Scotia","Information, culture and recreation [51, 71]",18600
2022-12-01,2022,"Nova Scotia","Accommodation and food services [72]",28000
2022-12-01,2022,"Nova Scotia","Other services (except public administration) [81]",20500
2022-12-01,2022,"Nova Scotia","Public administration [91]",34000
2023-01-01,2023,"Nova Scotia","Total employed, all industries",498700
2023-01-01,2023,"Nova Scotia","Goods-producing sector",94800
2023-01-01,2023,"Nova Scotia","Agriculture [111-112, 1100, 1151-1152]",4100
